iPhone 11 64GB,"Apple chính thức trình làng bộ ba siêu phẩm iPhone 11 được cho là cao cấp nhất cho đến thời điểm hiện tại. Theo đó, sở hữu iPhone 11 64GB mạnh mẽ với A13 hay iOS 13 huyền bí luôn là niềm ao ước của bao tín đồ công nghệ đặc biệt là iFans. Hơn thế, iPhone 11 sản xuất năm nay còn được nhiều chuyên gia nhận định là sản phẩm có hiệu năng mạnh mẽ và toàn diện nhất trong giới công nghệ, cùng với đó là tổ hợp nhiều cải tiến tính năng thông minh mang lại hiệu quả cực cao cho người trải nghiệm siêu phẩm.",18000000,7,1,iphone-11.jpg,3.3,4,42312
iPhone 12 64GB,"Lần đầu tiên, Apple đã vén màn tận 4 phiên bản smartphone trong một sự kiện ra mắt của mình, Trong đó, iPhone 12 64GB được xem là sự kế nhiệm cho thế hệ 11 ra mắt năm ngoái. So với thế hệ tiền nhiệm, mẫu điện thoại mang đến một sự lột xác chỉnh chu hơn để đáp ứng kì vọng của người dùng.",23000000,15,1,iphone-12.jpg,2.1,10,2134
iPhone 12 Pro 128GB,Apple đã không để giới mộ điệu công nghệ chờ đợi lâu hơn khoảnh khắc iPhone 12 Pro 128GB được ra mắt. Bạn có thể khám phá chi tiết những điểm nổi bật của thiết bị với phiên bản có dung lượng lưu trữ 128GB tại đây.,31000000,20,1,iphone-12-pro.jpg,4.1,11,86442
iPhone 12 Mini 64GB,"Lỡ hẹn tại sự kiện Time Flies, cuối cùng thế hệ smartphone được mong chờ nhất của nhà Táo đã chính thức ra mắt với những nâng cấp rất đáng giá. Lần đầu tiên Apple đã ra mắt một phiên bản iPhone có kích thước nhỏ gọn nhưng vẫn sở hữu cấu hình cao cấp tương đương với các flagship đầu bảng. Sự ra mắt của iPhone 12 mini 64GB được cho là sẽ phù hợp cho những ai tìm kiếm một mẫu điện thoại nhỏ, đi cùng cấu hình thuộc hàng flagship nhưng mức giá lại vô cùng phù hợp với những người có kinh tế không quá dư giả.",19000000,15,1,iphone-12-mini.jpg,4.2,22,1972
iPhone 8 Plus 64GB,"iPhone 8 Plus 64GB Cũ - Nét cuốn hút của gã phù thuỷ iPhone 8 Plus 64GB Cũ - Nét cuốn hút của gã phù thuỷ. Có lẽ khi nhắc đến cái tên Apple, chúng ta sẽ hình dung ra ngay đến hình tượng một “quả táo cắn dở”, một thương hiệu đã chạm đến đỉnh cao quyền lực trong thế giới công nghệ với những sản phẩm thuộc hạng cao cấp như iPhone, iPad, Macbook,…. Nhưng có lẽ ít ai biết rằng Apple còn có một biệt hiệu khác gây ấn tượng sâu sắc và khiến cho không ít cảm xúc của người dùng phải trải qua các cung bậc ngạc nhiên, phấn khích và bùng nổ trong bất ngờ mỗi khi nghe đến, đó chính là “thầy phù thuỷ xứ Cupertino”.  ",16000000,10,1,iphone-8-plus.jpg,2.9,31,221
iPhone 7 Plus 64GB,"iPhone 7 Plus cũ 32GB giá rẻ đang được bày bán tại 24hStore. Đây là chiếc điện thoại đang gây đình đám nhất hiện nay với cấu hình cực khủng và khả năng chống nước cực cao. Sản phẩm được bảo hành chính hãng Apple theo thời gian kích hoạt máy hoặc bảo hành tại 24hStore. Với sự toàn diện về cả thiết kế, tính năng lẫn hiệu năng, lại có giá bán rẻ hơn hàng mới, đây là chiếc điện thoại rất đáng để sở hữu.",11000000,10,1,iphone-7-plus.jpg,3.9,2,3346
iPhone 11 Pro 64GB,"Không ngoài mong đợi, Apple đã bám sát kế hoạch ba điện thoại trong năm nay 2019, đó là: iPhone 11, iPhone 11 Pro và iPhone 11 Pro Max - là những sản phẩm kế nhiệm tương ứng của iPhone XR, iPhone XS và iPhone XS Max. Theo đó, iPhone 11 Pro 64GB sẽ là mẫu điện thoại kế nhiệm cho chiếc iPhone XS cao cấp trước đó. Liệu chăng phiên bản iPhone 11 với tên gọi ""Pro"" có điểm gì đặc biệt hơn so với người họ hàng Táo Khuyết, hãy cùng chúng tôi khám phá ngay trong bài đánh giá tổng quan dưới đây nhé.",35000000,10,1,iphone-11-Pro.jpg,4,5,213
iPhone 6s 16GB,"iPhone 6s Plus 16GB cũ là một trong những chọn lựa tốt nhất vào thời điểm hiện tại bởi giá tiền và chất lượng. So với hàng mới 100% thì iPhone 6s Plus cũ có mức giá rẻ hơn rất nhiều vì thế đây cũng là lý do được nhiều người chọn mua. Ngoài ra chất lượng và hiệu năng của dòng sản phẩm iPhone thì không phải bàn cải, với hiệu năng tốt, thiết kế đẹp cùng camera cho chất lượng ảnh tốt nhất nhì thị trường thì đây quả là một lựa chọn đáng giá.",7000000,35,1,iphone_6s.jpg,3.7,7,686
iPhone 6s Plus 16GB,"iPhone 6s Plus 16GB cũ là một trong những chọn lựa tốt nhất vào thời điểm hiện tại bởi giá tiền và chất lượng. So với hàng mới 100% thì iPhone 6s Plus cũ có mức giá rẻ hơn rất nhiều vì thế đây cũng là lý do được nhiều người chọn mua. Ngoài ra chất lượng và hiệu năng của dòng sản phẩm iPhone thì không phải bàn cải, với hiệu năng tốt, thiết kế đẹp cùng camera cho chất lượng ảnh tốt nhất nhì thị trường thì đây quả là một lựa chọn đáng giá.",12000000,60,1,iphone-6s-plus.jpg,3.8,22,9758
iPhone 7 32GB,"Tính cho đến trước thời điểm iPhone 8 ra mắt thì iPhone 7 chính là kẻ giữ vị trí “độc tôn” trên bảng xếp hạnh doanh thu của Apple trong nửa đầu năm 2017 (theo thống kê của trang Strategy Analytics). Chất lượng và sự hấp dẫn của siêu phẩm iPhone 7 32GB Cũ đã được tất cả người dùng trên thế giới chứng nhận. Và dĩ nhiên khi “cập bến” thị trường Việt Nam thì iPhone 7 cũ cũng đã gây ra một “cơn sốt” không nhỏ. Để giải toả cơn sốt đó, các bạn hãy theo dõi bài viết dưới đây nhé !",11500000,60,1,iphone-7.jpg,4.5,21,656
iPhone 8 64GB,"iPhone 8 64 GB cuối cùng cũng đã ra mắt người hâm mộ sau một khoảng thời gian dài chờ đợi. Vào đêm ngày 12 tháng 9 vừa qua, “người khổng lồ” Apple đã chính thức giới thiệu chiếc điện thoại siêu phẩm này đến toàn thể các “tín đồ” công nghệ trên toàn thế giới. Và ngay khi vừa xuất hiện, iPhone 8 đã thu về cho mình rất nhiều ánh nhìn, vô vàn nhận xét cùng đa dạng các ý kiến đánh giá khác nhau.",16000000,59,1,iphone-8.jpg,2.8,7,9456
iPhone 12 Pro Max 128GB,"iPhone 12 Pro Max 128GB là siêu phẩm mới ra mắt của nhà Apple được phát hành từ nửa cuối năm (2020). Đây là sự thay đổi ngoạn mục của iPhone cả về thiết kế lẫn hiệu năng, hứa hẹn sẽ là siêu phẩm mang lại cảm giác trải nghiệm tối ưu cho người dùng. ",32990000,10,1,iphone-12-pro-max.jpg,2.8,8,45245
Samsung Galaxy On 5 G5510,"Theo gót hai đàn anh trong phân khúc giá rẻ là Samsung Galaxy J5 Prime và Samsung Galaxy On 5 G5520, Samsung Galaxy On 5 G5510 đang làm mưa làm gió trong giới công nghệ để tạo ra những thành công nhất định cho Samsung trong phân khúc giá rẻ. Bộ 3 này liên tục cháy hàng ở tất cả các cửa hàng mặc cho sự nổi lên mạnh mẽ ở các hãng khác.",1100000,2,1,samsung1.jpg,3.2,5,957
Samsung Galaxy S21 Ultra 5G,"Samsung Galaxy S21 Ultra được xem là một quả “bom tấn” thực thụ của hãng công nghệ Hàn Quốc trong dịp đầu năm 2021. Với những cải tiến về camera, hiệu năng mẫu điện thoại này có gì hấp dẫn để thu hút người dùng.",3100000,30,1,samsung2.jpg,3.3,15,45435
Samsung Galaxy Fold,"Sau bao ngày rò rỉ, khuya hôm nay chiếc điện thoại màn hình gập đầu tiên của Samsung đã chính thức ra mắt tại sự kiện Unpacked 2019. Chiếc smartphone này không chỉ mang đến một nét đặc sắc mới cho Samsung mà còn khiến người dùng bất ngờ về một thế hệ công nghệ mới.",29900000,12,1,samsung3.jpg,2.1,2,4534
Samsung Galaxy Note 10,"Galaxy Note 10 được xem là siêu thiết bị cao cấp tiếp theo sau Galaxy S10 được trình làng trong năm nay. Theo đó, mẫu điện thoại mới này được Samsung cải tiến cũng như trang bị nhiều tính năng đặc biệt tiện lợi dành cho người dùng. Thế nên, sở hữu Note 10 luôn là niềm ao ước của biết bao tín đồ mê công nghệ, hãy sử dụng và trải nghiệm.",13100000,0,1,samsung4.jpg,4.1,8,9768
Oppo A37 (Neo 9),"Oppo A37 (Neo 9) hứa hẹn nối tiếp thành công cho các dòng sản phẩm mang thương hiệu OPPO trước đây. Sau khi rò rỉ khá nhiều thông tin, thương hiệu điện thoại OPPO cũng đã chính thức ra mắt chiếc OPPO A37 (Neo 9) với nhiều tính năng vượt trội, đặc biệt có hỗ trợ 4G, thực sự gây ấn tượng với giới công nghệ.",3300000,0,1,oppo1.jpg,4.2,9,876
OPPO A7,OPPO A7 chiếc điện thoại dù chỉ được giới thiệu trực tiếp trên website nhưng cũng đủ khiến người hâm mộ yêu mến ngay từ ánh nhìn đầu tiên. Với thiết kế màn hình giọt nước tinh tế cùng hiệu năng siêu khủng. Chắc chắn đây sẽ là chiếc smartphone bạn không thể bỏ qua.,4780000,0,1,oppo2.jpg,2.9,33,5654
Màn hình Gaming LG 27GP850-B NanoIPS/ 2K/ 165Hz,"Kích thước: 27 inchTấm nền: Nano IPSĐộ phân giải: QHD (2560 x 1440)Tốc độ làm mới: 165Hz , 180Hz (Overclock)Thời gian đáp ứng: 1ms (GtG at Faster)Nổi bật : DCI-P3 98% Color Gamut with VESA DisplayHDR 400, AMD FreeSync™ , Vesa 100 x 100 mm , G-SYNC CompatibleCổng kết nối: 2x HDMI, DisplayPortPhụ kiện: Cáp nguồn, cáp DisplayPort",11000000,5,4,manhinh1.jpg,3.9,11,4324
"Màn Hình 21.5 VIEWSONIC VA2223H, TN, FHD, 60HZ, HDMI, DSUB, BLACK","Màn hình Viewsonic VA2223-H 21.5Inch LED ViewSonic VA2223-H là màn hình máy tính dành cho văn phòng với kích thước 21.5 inch Full HD có cổng kết nối HDMI và VGA, phù hợp cho làm việc văn phòng hoặc gia đình. màn hình có độ phân giải 1080p mang lại chất lượng hình ảnh tuyệt đẹp và nội dung chi tiết. Tính năng ViewMode độc quyền của ViewSonic cung cấp các cài đặt hình ảnh có sẵn mang lại hiệu suất màn hình được tối ưu hóa trong các ứng dụng khác nhau.",2799000,0,4,manhinh2.jpg,4,11,46437
"MÀN HÌNH 4K LG 27"" 27UP600-W UHD,IPS,60Hz,5ms,HDMI,DP,Audio,Freesync","LG UHD Monitor 4K - Làm chủ từng chi tiết Với màn hình LG UHD 4K, bạn có thể xem những nội dung 4K và HDR như hằng mơ ước VESA DisplayHDR™ 400 HDR rõ ràng và tươi sáng Màn hình này hỗ trợ VESA DisplayHDR™ 400 với độ sáng và độ tương phản rộng, tạo nên hình ảnh chân thực cho những game HDR, phim và ảnh mới nhất. Xem hiệu ứng HDR trên nội dung SDR Màn hình LG UHD 4K HDR hầu như có thể chuyển đổi nội dung tiêu chuẩn thành video chất lượng HDR ngay trên màn hình. Nhờ đó, tông màu và độ sáng của nội dung SDR được cải thiện rõ rệt, mang lại trải nghiệm xem tương tự HDR.",10000000,5,4,manhinh3.jpg,3.7,2,321
"Màn hình Asus 23"" VC239H-W IPS FullHD, màu trắng",Panel công nghệ In-Plane Switching (IPS)Thiết kế Mỏng & không khung viềnTính năng chăm sóc mắt cao cấp với Bộ Lọc Ánh sáng Xanh & Không Chập chờnLỗ treo tường tích hợp cho nhiều tình huống sử dụng,3590000,4,4,manhinh4.jpg,3.8,3,457
"Màn hình Ultrasharp DELL 23.8'' U2421HE, tấm nền IPS, Full HD, độ phủ màu 99%, USB-C, LAN, HUB USB 3.0, hàng chính hãng","GIỚI THIỆU SẢN PHẨM MÀN HÌNH CAO CẤP DELL ULTRASHARP U2421HE Kích thước màn hình: 23.8inch Độ phân giải Full HD 1980 x 1080dpi Tầm nền: IPS, Tỉ lệ: 16:9 Tần số đáp ứng: 60HZ Góc nhìn: 178/178 độ Màn hình Dell UltraSharp U2421HE có cạnh viền được thi công vát siêu mỏng giúp giảm thiểu tối đa khe hở trong quá trình sử dụng tích hợp nhiều màn hình, nhờ vậy mà dễ dàng hơn trong việc lắp đặt, mang lại trải nghiệm góc nhìn tinh tế.",6490000,10,4,manhinh5.jpg,4.5,4,34
"Màn hình cong Gaming 240HZ Samsung LC27RG50FQE 27, Full HD, tần số quét 240Hz, có G-sync","Tầm nền VA, Độ cong 1500R cho đôi mắt thoải mái Độ phân giải 1,920 x 1,080Tần số quét 240Hz siêu tốcHiển thị hình ảnh mượt mà với G-SyncĐộ sáng300cd/m2 Tỷ lệ tương phản3,000:1(Typ)",10000000,10,4,manhinh6.jpg,2.8,5,3432
Màn hình LG 32GN500-B (31.5inch/VA/FHD/165Hz/1ms/MBR/G-SYNC/FreeSync/HDR),Màn hình LG 32GN500-B (31.5inch/VA/FHD/165Hz/1ms/MBR/G-SYNC/FreeSync/HDR) cho phép người chơi nhìn thấy khung hình tiếp theo nhanh hơn và hình ảnh hiển thị mượt mà hơn. Nó giúp bạn có thể phản ứng với đối thủ nhanh hơn và nhắm mục tiêu dễ dàng hơn.,6900000,0,4,manhinh7.jpg,2.8,7,97
"CPU INTEL CORE i3 10320 (3.8Ghz, 4C/8T, 8MB, LGA1200, GPU)","CPU Intel Core i3 10320 (3.8GHz turbo 4.6GHz | 4 nhân | 8 luồng | 8MB Cache) có tốc độ xung nhịp cơ bản 3,8 GHz và đi kèm với các tính năng như hỗ trợ bộ nhớ Intel Optane, Intel Boot Guard, công nghệ ảo hóa Intel VT-d cho I/O trực tiếp, và công nghệ siêu phân luồng của Intel. Với Intel Turbo Boost 2.0, tần số turbo tối đa mà i3-10320 có thể đạt được là 4,6 GHz. Ngoài ra, bộ xử lý này có 4 lõi với 8 luồng tương thích socket LGA 1200, có bộ nhớ đệm 8 MB và 16 làn PCIe. Có 4 lõi cho phép i3 10320 chạy đồng thời nhiều chương trình mà không làm chậm hệ thống, trong khi 8 luồng cho phép một chuỗi tác vụ khác được truyền qua hoặc xử lý bởi một lõi CPU.",4650000,0,5,linhkien1.jpg,4.2,8,21321
Ổ Cứng SSD ADATA 2TB GAMMIX S11 PRO M.2 2280 PCIe NVMe Gen 3x4,"Sử dụng giao diện siêu nhanh PCIe Gen3x4 và hỗ trợ NVMe 1.3, ổ SSD GAMMIX S11 Pro mang tới tốc độ đọc/ghi nhanh đến kinh ngạc, lên tới 3500/3000MB mỗi giây. Hiệu suất đột phá Giao diện PCIe Gen3x4 : tốc độ đọc/ghi lên đến 3500/3000Mb/s ,Được hỗ trợ NVMe 1.3 Bộ nhớ 3D NAND Flash thế hệ mới : Dung lượng cao, bền bỉ và tiết kiệm điện năng, Giao tiếp M.2 2280 : hỗ trợ máy tính để bàn và laptop với nền tảng Intel và AMD mới nhất",10500000,0,5,linhkien2.jpg,3.2,2,532
"VGA Asus DUAL RTX3070 8G (8GB GDD6, 256-bit, HDMI +DP, 2x8-pin)","Card màn hình VGA Asus DUAL RTX 3070 8G là một trong những sản phẩm cao cấp nhất của Asus phục vụ cho nhu cầu gaming ở độ phân giải 2K 60Fps. Đây là card đồ họa sử dụng kiến trúc Ampare hoàn toàn mới cùng nhân RT thế hệ 2, nhân Tensor thế hệ 3, Nvidia RTX IO, VRAM GDDR6 và sản xuất trên tiến trình 8nm được Samsung làm riêng. ",6000000,5,5,linhkien3.jpg,3.4,1,976
Mainboard ASUS TUF GAMING B460-PLUS,"Với kích cỡ ATX đầy đủ, ASUS TUF GAMING B460-PLUS sẽ tăng độ cơ bắp cho dàn máy của bạn nhưng với một mức giá rất dễ chịu và chế độ bảo hành lên đến 5 năm (áp dụng khi đăng ký trên website của hãng)",2970000,5,5,linhkien4.jpg,3.3,23,421
"Vỏ Case máy tính XIGMATEK NYX (EN43040) M-ATX (hai mặt kính cường lực, No Fan)","Vật liệu: SECC phủ đen, Plastic ABS, kính cường lực 4mmKích thước: 398 x 195 x 326 mmHỗ trợ Mainboard: Micro-ATX, ITXCổng kết nối: USB3.0 x 1 - USB2.0 x1 - Audio in/out x 1 (HD Audio)Hỗ trợ tản nhiệt CPU 160mmHỗ trợ VGA 280mmGiá chưa bao gồm Fan ",550000,10,5,linhkien5.jpg,3.9,2,354
"Bộ xử lý CPU AMD RYZEN 3 3100 with Wraith Stealth cooler, 3.6 GHz upto 3.9 GHz, 18MB L3 Cache, 4 cores 8 threads, 65W, Socket AM4",Tốc độ: 3.6 GHz up to 3.9GHz Số Cores/Thread: 4/8PCI Express® Version: PCIe 4.0Bộ nhớ đệm L3: 16MB Không tích hợp Card đồ họaRam hỗ trợ: DDR4-3200 MHz,2700000,0,5,linhkien6.jpg,4.4,3,532
Bộ nguồn máy tính FORGAME RA500 500W (vỏ sơn đen/fan 12cm đen),Nguồn Forgame RA500 500W trang bị quạt 120 mm yên tĩnh và hoạt động bền bỉ Quạt 120 mm đem lại không gian làm việc yên tĩnh nhưng vẫn cung cấp lượng gió tối ưu,800000,20,5,linhkien7.jpg,4.2,1,867
Bộ nguồn CORSAIR CV650 80 PLUS BRONZE (CP-9020211-NA) (650W/BLACK/FAN12cm),"Nguồn Corsair CV650 650W -80 Plus Bronze (CP-9020211-NA)  Nguồn Corsair CV650 650W -80 Plus Bronze được thiết kế rất lý tưởng để dễ dàng lắp đặt và cung cấp năng lượng cho bộ máy tính PC tại nhà hoặc tại văn phòng của bạn, với hiệu suất 80 PLUS Bronze được chứng nhận giúp đảm bảo liên tục cung cấp toàn bộ công suất cho hệ thống của bạn.",1400000,10,5,linhkien8.jpg,0,0,12